,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
path.2777,28140,28215.05567,27439.86051,28102.22222,30451.97711,32757.9101,33848.27379,36745.65873,38961.033,39115.26727,39112.09059
path.2778,28140,28800.725,29194.98366,30043.33396,30745.85465,30488.7279,29459.40503,29651.08231,30498.00975,30572.97013,31489.06385
path.2779,28140,28082.55399,30632.98083,33447.09465,34780.30201,35089.69822,33996.09728,34874.18313,36825.20811,37307.92864,40912.00822
path.2780,28140,28661.04854,28183.3971,29797.676,30594.52148,31547.21244,32383.59176,33191.06133,34963.12406,35670.53962,34840.47654
path.2781,28140,27234.48819,26406.37692,26623.21766,26973.7939,26584.55874,29968.40871,30447.91838,32006.53352,32357.4401,34105.49094
path.2782,28140,30001.77091,29443.56328,31774.55284,33228.03353,34628.1384,33740.89376,35916.19652,36617.32369,36382.32754,36294.87848
path.2783,28140,28267.97751,29313.34397,28533.87011,31334.37106,34782.88367,36331.46363,37926.30317,36282.26235,39107.70426,38746.48493
path.2784,28140,29678.51409,30052.13597,29747.03222,29833.06291,31142.21686,32948.50321,33998.88862,34811.46535,34475.31856,36015.44784
path.2785,28140,29265.27492,27433.89449,27633.08465,27215.23392,27027.75154,27364.66931,28732.22635,31746.53324,32106.89913,30357.00466
path.2786,28140,28120.55704,28797.05707,30704.09375,30931.75564,31249.09974,34128.54237,35069.18405,35442.35979,34218.14642,36137.5914
path.2787,28140,28346.39826,29472.16388,30103.78894,31089.32175,31116.92804,30936.25237,30140.0496,30161.59894,30457.5893,30931.40854
path.2788,28140,28237.16387,29727.33036,33133.26605,34396.65678,33858.50732,36138.64359,35796.58705,36523.6056,40264.43052,39487.05837
path.2789,28140,29944.05782,31149.33547,31037.18552,34985.28932,37410.88445,39832.69054,40301.76161,40378.19658,42934.20382,41877.75858
path.2790,28140,29700.60991,31198.6763,32052.60424,33387.68232,33188.55384,32993.13854,34980.56252,36227.00842,36783.76605,38707.60468
path.2791,28140,28381.87163,29573.55678,29907.85383,30325.60585,32268.05163,32897.34268,34242.25805,34730.46199,33252.34366,32545.26656
path.2792,28140,29502.14208,31240.40583,31644.12964,32502.38607,32345.33086,32295.40269,33558.83683,32457.26535,31648.25258,32464.26788
path.2793,28140,26476.2747,28336.49835,29514.68086,32115.75009,32788.02972,34012.40929,34164.04333,34658.37996,35973.66527,36047.98832
path.2794,28140,29427.56184,29756.27357,28841.42233,30970.85373,31247.95562,32212.54159,30886.2647,31319.16912,30581.53724,30615.1742
path.2795,28140,28052.54957,29577.57574,31255.37089,31369.6154,32785.97789,34275.1573,35978.15239,36965.59144,38574.98055,39899.11332
path.2796,28140,30362.23138,30414.5241,29195.16717,30438.68031,30559.95704,32326.00842,32541.91736,32678.34552,30818.56561,31462.66772
path.2797,28140,30241.13055,30161.06512,30988.85566,30309.61857,32272.34429,32836.11715,35753.36364,36776.83075,37545.04523,40168.45734
path.2798,28140,28264.41973,28814.99197,27594.08345,27998.8655,29198.1692,29594.13141,32266.09425,34035.23181,35089.41127,37908.96315
path.2799,28140,29408.68826,32533.8322,32064.78374,32556.6533,32739.72812,34395.70688,35577.99896,38498.15932,39674.88094,40369.36151
path.2800,28140,30295.50523,31722.92909,33359.02883,33942.19111,33791.71542,36920.80011,39762.03043,39604.80708,39335.03258,41340.62297
path.2801,28140,28639.6049,28949.05049,28305.51105,28789.29984,28857.59053,29859.35652,29318.30805,27693.44576,29022.19834,30503.68787
path.2802,28140,29842.28711,29393.27221,30302.41023,31527.09637,33230.36267,33209.31925,33473.76708,34293.67074,34417.85114,35435.82502
path.2803,28140,29045.83842,29430.3914,30697.0576,31665.19045,32684.39203,32689.61753,33924.38149,33720.34333,35077.78366,35416.88056
path.2804,28140,28830.79801,30086.61144,31406.57233,33671.47149,35091.54914,36326.20189,37681.40474,38614.16836,38100.34965,38447.76949
path.2805,28140,28090.27004,27628.21348,28936.71703,28859.45855,31417.76432,31075.89619,32418.81629,33719.5448,34939.68279,36300.09544
path.2806,28140,29366.81403,30828.54135,31393.42581,33381.1785,34584.59849,35164.24732,33695.48777,33877.87334,35241.10292,36787.45691
path.2807,28140,28624.29815,30040.63228,29736.38278,31638.62181,31908.56571,31981.46121,32758.55368,35488.86811,38232.76127,39206.44841
path.2808,28140,27700.34373,27876.95598,30931.86555,30649.03258,31742.12292,31403.22214,33707.31643,35931.54823,34369.49774,34181.72643
path.2809,28140,29725.5252,32380.80006,32987.39301,34171.44244,32871.10542,34085.10101,34343.02741,35459.8846,36014.95844,36781.78938
path.2810,28140,28729.96186,29549.13357,30309.32777,32868.86194,35566.33809,36018.2216,38326.07964,40273.77512,41286.98931,42861.90376
path.2811,28140,28497.55387,29210.10047,29758.66372,32256.75169,32810.47297,33908.94184,32956.04634,34882.14048,35757.46681,39043.46606
path.2812,28140,29815.1798,30357.76272,31367.88338,31536.98366,30657.6944,30865.90955,30704.5275,30333.2167,30809.17346,31379.25684
path.2813,28140,29326.29786,30169.58922,30554.18784,32619.80352,35789.9434,34697.63142,35915.21379,35591.1211,36365.82953,38138.61956
path.2814,28140,29203.74664,31541.09938,31940.66967,34471.64368,34365.92205,35025.88937,35381.87137,34069.52323,34735.03042,35836.32979
path.2815,28140,29203.25312,31143.37329,32548.73345,34373.51435,34571.0832,36187.11483,36586.71148,38396.30461,41085.91744,39969.78903
path.2816,28140,28806.11017,29813.49506,29946.8698,29683.96559,30717.33349,30973.62895,31405.42139,31103.79542,32653.44816,32269.12039
path.2817,28140,26941.69764,28137.7799,28297.90363,29838.62783,29268.88106,30470.43079,31315.50949,32278.59194,33973.45626,36678.36625
path.2818,28140,28128.10442,28205.50306,28122.65071,27911.25329,26495.23658,25901.65265,27458.11231,29229.00865,30720.84685,32885.88443
path.2819,28140,28872.89686,27749.73992,27722.98362,29827.06205,28641.38731,30285.50964,31175.89047,32138.66322,32063.93783,31568.1166
path.2820,28140,26912.91739,26811.81036,27381.25091,28057.85593,29567.45835,30291.25322,31599.0877,33898.79856,34315.05076,34882.43139
path.2821,28140,27969.59186,26527.38931,25636.00654,25726.17272,27394.88832,27390.14463,28147.06547,27333.99037,27558.47356,27025.14825
path.2822,28140,30249.75824,30695.86136,30893.98572,31705.0144,33294.82066,34393.16927,34377.89658,33878.77348,33102.08286,35474.17994
path.2823,28140,29849.89628,31001.20078,31760.59845,31445.69486,32578.8602,32036.63414,32176.49895,32818.03636,32439.46829,33673.90067
path.2824,28140,28632.18669,30372.54773,32191.27969,30472.90707,30254.70192,30894.5534,33293.137,32996.48455,32711.61605,31729.0486
path.2825,28140,28249.35519,29446.22331,30494.77772,33014.12636,34724.10039,36508.53356,36586.83125,35958.32377,38522.64239,39777.39305
path.2826,28140,30027.15417,31794.34574,32036.24064,32131.78767,32902.41302,33862.79631,34043.83484,33037.16835,34154.61115,32625.99537
path.2827,28140,29638.1956,29244.82217,29635.40754,31665.84551,30845.4746,31975.58967,31721.35255,32114.8385,31765.14175,33271.23604
path.2828,28140,31841.3055,32695.01734,32452.38382,36028.02435,38189.63284,38047.94203,40821.7293,41771.01872,43523.12664,45356.99079
path.2829,28140,28948.54257,28323.47565,30272.44878,29972.20599,30152.36466,29960.80253,31638.75743,33107.65335,32849.29553,33203.51012
path.2830,28140,29857.38049,29963.18154,30580.66997,29927.5208,31123.92491,30738.70887,30773.80701,32523.05982,32594.45869,33422.31011
path.2831,28140,28011.30643,27390.13336,28267.82143,31581.83349,34460.93636,35710.72005,36376.82736,37042.18017,36952.84282,38601.89094
path.2832,28140,28321.17409,29655.42423,29033.04811,28796.72702,30113.4895,31173.63791,33916.89779,34583.148,34674.6424,34412.01431
path.2833,28140,27316.76625,28227.53792,29173.75207,31111.17898,31798.27414,34437.56481,34129.67333,35689.00095,37075.63951,39369.83024
path.2834,28140,28651.56284,28708.8286,27988.55428,27158.26906,28960.64195,29962.563,31657.40692,32858.29994,34237.51487,34133.04539
path.2835,28140,29452.40027,29861.75022,30553.11996,31064.97318,31592.3851,30455.39757,29669.96821,29215.94327,26735.7492,27619.58826
path.2836,28140,31102.13584,32360.38913,32365.05785,33266.94247,33853.33463,35228.85549,35617.00738,35976.87359,36523.01964,36566.87144
path.2837,28140,29907.94639,32028.87253,32259.33255,32262.72841,34914.60371,35192.97673,36041.5276,35656.44843,38215.18504,36575.49838
path.2838,28140,28896.14012,28466.9303,30042.91764,30628.24018,32384.03356,34886.19118,35916.78013,36731.63408,39132.9406,39538.41761
path.2839,28140,27310.15781,27989.40882,28207.37319,28772.71506,28955.81165,26475.84602,25889.61574,26956.35237,29896.7209,30470.64742
path.2840,28140,27914.94834,27299.08307,27660.71866,27147.14241,28201.83959,28415.47802,28534.04972,28861.44333,31217.05899,34765.95162
path.2841,28140,27946.4942,27802.0864,28325.77468,27601.30793,27846.5362,27792.47957,28766.82051,28464.52715,28357.1816,27832.73213
path.2842,28140,27721.29965,26894.40442,27821.72513,27558.57657,28496.70241,29249.72236,31508.44403,31464.68654,32637.97622,30533.8447
path.2843,28140,27555.58369,27938.4953,28509.01852,29806.00687,28876.89892,30997.87919,30511.80892,30686.30128,33113.87156,32363.18194
path.2844,28140,27423.61699,25566.5831,26073.26139,25052.21824,25991.53366,27736.13234,27213.72771,27973.28646,28221.91242,29395.39844
path.2845,28140,29663.48175,28247.81266,29024.04714,28359.31436,29390.23811,28098.14319,28005.37847,28462.98858,28145.51808,28529.52646
path.2846,28140,28906.37292,28917.82786,30070.52959,30841.1215,30348.25178,30485.3472,31116.70471,31042.18864,30825.17485,31200.81523
path.2847,28140,27658.21284,27639.14773,27573.26265,28201.49722,29794.57639,30808.46481,31443.71017,32728.2933,32949.71898,35952.4045
path.2848,28140,28259.86607,28917.03956,29344.50215,29797.85374,30166.65263,29858.07721,31082.94947,30653.05112,31147.8297,32010.2212
path.2849,28140,27736.71801,27536.38772,27893.50252,27927.74508,27015.83703,28501.58224,28460.73078,28418.13487,27507.97714,28841.63584
path.2850,28140,28831.11573,28526.2586,28634.45003,28375.37491,28536.03341,27707.57746,29336.27249,30116.35899,31731.69273,33097.01222
path.2851,28140,28030.96629,28464.37871,28301.85831,29488.79299,30288.62915,30462.63755,31756.1445,32321.12596,33715.19202,34745.41032
path.2852,28140,27813.64984,28363.48749,27648.20001,26603.158,28609.58654,28872.31986,30518.98635,31887.45882,32022.65952,34316.12846
path.2853,28140,28230.22482,29304.20806,31277.01305,31356.87813,33736.2009,33260.65848,34378.96134,35240.12474,35465.10365,36760.00756
path.2854,28140,30253.63326,31625.17694,32130.4744,33469.49223,35745.13841,36493.44706,38352.13922,39048.04707,39283.10003,40118.16579
path.2855,28140,29424.62082,30527.36449,33032.92812,33681.10414,34844.26563,37270.07549,37604.33585,37690.68881,39920.65501,41725.23097
path.2856,28140,28013.41049,28726.28891,28482.00192,31240.98127,31359.08017,33191.25943,32970.72327,34309.16476,35610.7508,37591.44393
path.2857,28140,30289.09343,29638.66624,28608.11031,28252.93301,29067.54551,30527.48812,30597.11488,32620.67078,33103.65507,34903.19042
path.2858,28140,29857.26394,30944.79259,31114.36863,32530.40732,33181.92422,32720.31465,32207.93464,34370.0731,34803.27185,35274.65127
path.2859,28140,29931.12673,30389.49975,30736.22099,29851.31314,29860.78742,32125.76499,32471.75976,32930.93737,32783.71351,34367.58231
path.2860,28140,29418.37672,29478.91634,30150.2201,29073.12549,30309.62176,31374.84645,32507.22823,33351.0103,33177.11801,35285.90539
path.2861,28140,27233.40143,27291.69036,27643.28953,27130.14193,28464.83605,29008.25852,28338.43736,27876.99648,27177.15728,27017.94104
path.2862,28140,25867.55081,26674.61133,28007.25581,28132.5202,28098.90824,29460.33644,29265.10588,31442.62611,31484.998,31682.88376
path.2863,28140,27006.11437,29622.19037,31068.91302,32227.99927,34265.88901,33474.95848,34545.96027,36158.69829,37197.15427,37946.18453
path.2864,28140,28697.25135,27760.21262,29382.02626,31274.90932,32832.60443,33469.04654,35596.49634,39034.94886,37940.1477,38384.40795
path.2865,28140,28405.84548,29012.39506,29487.75473,29394.79727,31658.40656,31727.29432,33103.86884,35309.55955,36679.44525,38292.12634
path.2866,28140,28593.91711,28635.51524,28584.41542,29778.82068,31732.23473,32041.92507,30930.23221,31644.8214,33766.6191,32249.4152
path.2867,28140,28805.47525,30830.47907,31463.80247,33817.80938,34529.89561,35063.11043,36969.70511,38813.98633,42297.33304,44127.48174
path.2868,28140,28214.80833,29336.38733,28376.76475,29678.25086,30403.7032,30383.29823,32539.10162,33506.85265,34302.9933,34648.48117
path.2869,28140,28372.13395,30555.23344,29507.47444,29091.55945,27913.2577,29623.89494,29851.66835,28934.49187,28401.03155,29353.63889
path.2870,28140,29786.60256,30695.8216,32452.44086,31528.4695,31384.56244,32106.56281,33625.13372,33414.83408,34354.24489,34538.84028
path.2871,28140,27313.18327,26215.3769,26930.09738,27162.34766,27206.5049,27806.07031,29338.06094,31494.39653,31870.94658,31773.03776
path.2872,28140,29408.85084,29090.23013,29618.79475,28426.13656,28790.79954,27756.42907,26914.12273,26055.72205,26379.44339,25909.51934
path.2873,28140,29560.18927,28849.48525,30223.77458,32242.04448,33613.25512,33987.46471,34775.12779,36189.12536,35152.77299,34831.14705
path.2874,28140,29133.40404,28605.95254,26653.11192,26787.99321,28310.96952,28300.15892,28883.85585,27601.99611,26156.01705,26503.45577
path.2875,28140,27871.40038,27252.07973,27835.74139,28370.88421,27911.48156,27430.76486,27609.90299,28041.19088,26546.37148,27333.67459
path.2876,28140,28918.65053,29874.42745,31339.1501,32898.24628,34031.63665,37399.35419,36612.23471,40667.44747,41304.40661,41321.70086
path.2877,28140,28129.49668,26514.18263,26733.55072,27402.95587,28479.59504,29461.28204,30157.58657,31574.09837,31959.30594,32904.36586
path.2878,28140,27998.72055,29188.6947,31738.73621,31957.64936,32092.08278,32121.20449,33311.08964,34602.05534,34554.03723,36222.53066
path.2879,28140,28882.55498,28654.24327,26791.07956,28356.08916,28886.92043,30413.93985,30686.1743,30224.96193,30417.93601,30148.0785
path.2880,28140,30746.64487,30654.95057,32559.88876,35018.10039,33479.33686,34236.26449,34608.62092,33322.57243,33711.15796,35368.29407
path.2881,28140,27731.81132,29156.74329,28730.25843,31280.23708,33582.66592,34247.57709,35574.91033,36443.64349,34585.82942,37698.57241
path.2882,28140,27944.126,27502.43596,28760.72066,30550.52676,31942.85929,33343.00264,33633.45701,36213.77055,35457.92476,35827.50293
path.2883,28140,27439.29318,27732.81726,28201.38951,27453.56297,28381.48659,27720.3033,26934.51627,27349.94246,27188.01188,28872.65744
path.2884,28140,28975.73828,29603.20113,30646.89645,31688.85464,33010.32638,33587.2285,35727.2821,35218.84367,35187.79217,34860.55231
path.2885,28140,29461.23627,30792.21541,30980.87482,31997.0846,32131.62211,33829.79728,34837.01441,34587.16336,34772.58841,35647.54831
path.2886,28140,28888.83228,28507.35789,28966.04942,31049.37243,32441.91,34949.09124,35098.78171,36131.84338,36460.17646,35539.02932
path.2887,28140,27804.28899,28326.23631,28812.59349,28200.31694,27289.4659,26586.98356,27181.67358,28241.905,27922.36884,27698.79392
path.2888,28140,28904.10895,29524.1368,32459.30746,33491.56549,35165.51422,36387.13584,39050.01131,39335.61112,41232.4906,43338.14819
path.2889,28140,27341.95431,26889.26581,27031.71934,27313.41102,24530.9717,24202.83813,26493.66764,27973.65741,28888.14335,27572.45703
path.2890,28140,28882.36011,27255.0391,27895.25918,28024.34804,27443.87112,25058.25785,25947.27356,25962.51438,26919.68191,27428.01642
path.2891,28140,29139.06385,29775.68629,32122.85939,33289.03774,33887.47419,34476.42219,36137.00318,34936.39221,36704.04594,37388.13551
path.2892,28140,28699.04512,28443.72323,30310.53158,30143.08386,31354.08602,32637.59497,34488.28075,36851.71269,37863.24679,39155.2617
path.2893,28140,29007.98158,29597.75525,31160.28712,31146.49702,30442.16168,31159.36223,31983.24982,33806.45193,35388.84281,36285.43813
path.2894,28140,30173.6644,30224.79479,32034.38105,32828.25033,35331.24911,34428.63329,35159.14025,34252.49204,36358.89895,37666.91329
path.2895,28140,29522.92259,31048.90223,33081.4813,34279.7566,34392.80385,33874.20792,34043.79778,34944.40139,36333.87126,37790.58498
path.2896,28140,29138.6932,29741.87801,31874.3232,32879.60813,34013.83388,34118.2767,32900.35532,35145.73606,35608.17244,34862.73722
path.2897,28140,29821.11791,30331.88972,30271.0103,32312.05152,32524.48193,31438.03534,31826.90603,31400.71582,32589.32547,33207.19392
path.2898,28140,27924.02572,27126.38393,26733.56316,27011.31792,28011.74187,29784.78828,30012.6854,30222.60445,30177.9561,31332.79171
path.2899,28140,28740.03424,28569.18264,29932.41793,30362.25966,30379.77578,31377.84651,32943.89793,32673.33437,34087.9014,33950.67399
path.2900,28140,25948.49988,24928.09662,25021.08128,24983.42335,26517.64066,26466.63558,26785.85966,28431.15963,29510.35851,30991.38937
path.2901,28140,27439.85645,26210.97985,26913.91896,26468.07844,26903.44594,28302.08825,28900.78498,29541.1551,30879.61315,31211.87273
path.2902,28140,28682.04658,30268.81221,31498.45402,32752.56498,33169.69702,34499.28269,34229.73796,36987.26555,35980.98495,36311.00248
path.2903,28140,26514.63573,27619.09509,27584.80872,27260.98965,28551.52867,28838.28559,29509.48832,29472.60667,30909.49119,31723.85208
path.2904,28140,28679.76696,28204.21233,31080.28982,31784.23943,33433.46964,33223.15414,35523.19563,35815.12533,37168.97143,39550.44414
path.2905,28140,28343.27368,30666.90525,30136.91967,30847.18513,32462.22199,34389.9523,36820.17422,37921.04022,36904.05954,38562.39711
path.2906,28140,29119.03131,29048.35598,30330.11063,31361.92245,31007.37822,32719.17464,31832.4356,31828.03678,32194.44889,32548.0788
path.2907,28140,30128.04543,30044.39453,31218.62328,31855.84268,32148.45468,31914.43387,32312.01392,34758.10317,36449.88001,36558.24128
path.2908,28140,29891.44706,31476.83469,32072.66573,32533.17686,33850.17069,34389.01795,36920.60261,39914.86109,41715.78525,41604.01234
path.2909,28140,30538.50677,30768.96072,29788.11571,30103.25381,29950.88485,29872.13426,30963.58241,31427.64221,31918.75664,32479.1397
path.2910,28140,29000.86312,30048.92685,31548.10109,32625.09551,34467.81422,37139.7023,39032.99058,40424.41965,43478.83793,46077.46089
path.2911,28140,29269.81299,30166.7119,31174.75162,33532.96442,36079.18675,39015.18909,40962.38494,39788.20129,42751.98975,47715.83021
path.2912,28140,27086.44946,27767.01414,28594.31829,28042.07743,30230.21599,29655.7896,30769.50885,29748.66933,32378.37644,33578.05623
path.2913,28140,29385.72318,30528.94076,31494.66242,33395.37524,34890.64281,36125.62739,38625.62352,40680.67089,38726.18053,40231.19886
path.2914,28140,29923.23951,30806.50708,30044.08098,31524.19508,30660.67748,31784.30594,31461.40448,30501.82456,29564.01331,31337.50572
path.2915,28140,29385.23321,29773.50988,30618.54334,31610.97554,31620.48434,31620.05314,32831.42973,34588.87536,35971.14937,38791.28119
path.2916,28140,27843.17406,27445.77271,27620.32102,27652.06104,28559.63199,29697.96683,30771.89955,30913.95589,28139.23012,28027.03693
path.2917,28140,30050.30747,31994.9832,33290.4342,34514.98265,36706.17412,37091.98714,38757.59918,41665.37969,42104.92261,44217.96953
path.2918,28140,29218.63551,30122.1831,28908.81467,30101.26315,30360.7021,28922.56009,31230.17318,32948.65134,32519.80218,32406.86189
path.2919,28140,29198.65634,29394.71729,28936.52699,29564.27893,30853.36479,30784.72697,33698.51769,34501.69088,37196.52621,40032.69149
path.2920,28140,27492.42977,28163.30595,28409.11097,28827.27327,28615.08691,31034.3593,32452.78479,31397.75352,33856.65208,35405.4564
path.2921,28140,28381.04675,29539.72558,30585.83232,31513.85629,33454.95471,33468.22446,35654.47017,36997.093,38001.8255,37786.25329
path.2922,28140,26983.27085,26966.03195,25824.16918,26131.46268,26505.3491,27543.69442,29280.07912,30650.15461,31502.09473,32736.79548
path.2923,28140,26883.37862,26421.09536,26811.19189,26664.02161,27281.5686,28153.59939,28434.11503,28902.43239,29360.66851,30337.20719
path.2924,28140,29636.18753,29721.5535,32009.87092,32795.86722,34904.02721,35828.51162,37037.42838,37947.68378,38040.56562,39537.72743
path.2925,28140,28545.22524,29293.04287,28735.76436,30392.97622,30020.46669,31758.25322,32062.15989,33132.37747,33822.84522,33886.08376
path.2926,28140,27365.65865,29786.92164,29333.26376,28984.74843,28385.86927,29267.09247,28779.47468,29291.82231,29766.59514,31179.97016
path.2927,28140,28787.08333,29655.66347,30615.14283,29624.35295,28587.85209,29788.4472,28118.56121,29492.11326,28878.34321,30000.15801
path.2928,28140,27696.28249,27610.06218,27558.45482,28922.79185,28956.32657,28194.27034,29267.17693,30781.19634,31413.88065,32813.72117
path.2929,28140,28797.20814,30616.25039,33106.90497,32867.54884,32945.45275,34884.50811,36968.17914,38689.31651,38595.81027,38977.22032
path.2930,28140,27762.85001,28438.65198,30984.13351,31897.01173,33368.3032,36580.13256,36308.61173,37414.53626,37762.3315,40396.84211
path.2931,28140,27097.30303,29044.49742,27468.83901,25886.43631,25733.90298,26567.99335,27325.86801,27861.23679,28497.73882,28008.28754
path.2932,28140,29113.01697,29673.66838,30711.64623,30667.56467,31263.84841,32060.19973,31985.17463,32975.53695,33859.5639,34866.33141
path.2933,28140,29103.59588,29318.82745,29542.76016,28751.69747,30176.10639,29387.09243,28449.46993,30341.50564,32037.7223,32649.29163
path.2934,28140,27531.65253,27528.19535,30779.25175,30529.57236,29538.16597,31396.03388,32681.59051,32325.65108,34228.59284,35231.62013
path.2935,28140,28242.51393,28064.46409,29762.01504,29793.74691,29825.39979,30105.47307,31683.20078,33124.53962,33987.49533,34254.61419
path.2936,28140,30038.49906,31078.30078,30319.56391,31859.73278,31898.48539,33840.18257,35345.81458,36866.66942,38992.42712,41076.66062
path.2937,28140,30024.90574,31714.68235,32925.17585,34451.16595,35681.73703,36618.86089,37280.19872,36915.23054,36706.55061,36404.90024
path.2938,28140,29261.91307,31353.69456,32015.99599,32824.87327,32920.59572,33563.29271,33821.87544,34303.98861,32965.37553,34066.19312
path.2939,28140,28938.30842,29900.0108,31387.56294,31026.48086,32015.19515,31737.7363,33674.53131,36069.20522,38058.40693,38994.51259
path.2940,28140,27644.75772,28023.20202,28595.39711,29002.93528,28897.25208,29861.80807,30174.32092,31362.63351,31872.85599,33311.70064
path.2941,28140,29551.92062,30116.86127,31762.11298,31662.19907,30940.41524,32387.62666,35000.60102,35430.4647,36600.49615,37822.84784
path.2942,28140,29035.81918,29714.95834,32362.01876,33283.6031,33186.64725,34286.8227,36749.76916,39493.57151,38822.35746,37606.81771
path.2943,28140,29459.65593,29832.97085,30541.19944,31737.69289,31164.97738,30846.96744,30590.7718,31956.23407,31394.87411,32620.3624
path.2944,28140,28431.43689,28530.88696,28559.87856,29967.74195,29525.66419,32410.99273,33150.44091,33653.00026,35770.6949,36571.7319
path.2945,28140,28017.77474,27984.61837,29588.11886,27797.34876,28362.6288,29380.45862,29728.20583,30863.65688,32226.02705,32125.78402
path.2946,28140,28488.5356,28279.47246,29509.23074,30150.31118,30515.59673,30881.03804,30773.8101,32133.49978,33866.09565,34152.18448
path.2947,28140,27881.3812,27465.18019,27630.54925,31120.3183,32195.99053,32702.96336,31864.69757,32557.49337,32545.05694,35250.28447
path.2948,28140,27657.49558,28154.76269,29634.69697,30673.81363,31586.83701,33403.16153,33719.35984,34063.56953,34882.01827,35386.3208
path.2949,28140,28933.4821,29595.28339,30231.28259,29773.45249,30684.60019,31308.91121,30949.09582,30062.88826,32219.25411,32484.62729
path.2950,28140,28640.16034,28227.88857,28794.79438,29853.09444,30065.80035,29380.49458,31202.74458,32965.2787,36438.96542,38018.87728
path.2951,28140,28631.42376,28465.10232,30231.0097,32271.95592,31078.6428,32791.60764,34107.68115,34725.3396,36123.75753,34855.63994
path.2952,28140,27933.13741,28324.63638,29338.96397,29813.23874,28742.50004,29548.54651,30701.46568,31082.16714,32878.11577,32634.15214
path.2953,28140,29270.88997,28902.73536,29728.6075,29232.36611,29992.81388,29445.11855,29747.66255,30002.73845,31048.72496,32689.89185
path.2954,28140,29364.55984,30825.24138,33164.88455,33442.7029,35198.9049,36992.68272,37825.11188,40114.77803,40963.07928,43126.46037
path.2955,28140,28277.26024,29265.61484,29756.21677,32118.23973,32994.24226,34182.30762,36553.69164,38573.22532,39265.87458,41115.39302
path.2956,28140,30245.50412,31228.30764,31348.65733,33786.04358,34958.34631,35210.70475,37290.0328,37600.20954,36819.02195,36180.22663
path.2957,28140,29579.71526,30896.35774,31488.19572,30747.1225,30270.71471,29624.01225,30992.05636,31629.16201,32128.99472,33931.00225
path.2958,28140,29430.51031,30203.78561,31670.55326,33075.59267,34157.61928,34401.09529,36354.05966,35831.3189,39592.82509,39435.20343
path.2959,28140,28618.82834,30177.80769,27731.84431,27769.8486,27783.91693,28314.43489,27884.68791,29167.39825,29930.78376,30336.42933
path.2960,28140,28897.92354,29656.10452,32686.37623,34597.89842,36808.36855,36906.54753,37747.07323,39324.91291,41589.9791,40701.3708
path.2961,28140,26952.92065,27975.34004,29539.25315,29772.74396,31454.21393,31239.68478,33029.59233,33315.98751,34246.05189,35808.19796
path.2962,28140,28392.93925,29799.53314,30142.6823,32101.14018,34051.46982,35230.65559,33713.78113,36352.08746,38432.2183,39982.78312
path.2963,28140,29872.26229,30650.21434,31229.76554,33493.2215,35406.60243,39354.70256,41410.18265,39890.69755,39568.69532,39415.18823
path.2964,28140,30021.2473,30243.23465,30111.38136,30792.94739,33106.59079,34625.03564,34839.26625,35683.25574,36124.17596,34620.59784
path.2965,28140,29798.89816,31489.26415,32760.0839,33994.1941,34130.33236,36122.31772,36055.5998,38736.74968,39486.7675,42254.75361
path.2966,28140,28325.43986,27802.31033,28836.55426,29396.32239,27353.47604,27533.22892,28142.06926,27982.28479,29170.4914,29733.59215
path.2967,28140,29213.90904,30331.74505,30467.72796,31283.16165,33363.27073,34223.96583,35040.39258,35322.15605,35879.40298,36581.72052
path.2968,28140,28102.25942,27615.36247,29636.99985,30124.26853,30771.67837,31512.89632,30640.41504,32300.38172,33851.74252,34646.39844
path.2969,28140,29026.177,29802.83121,28778.85211,29669.49949,32372.08954,33885.85532,34173.83848,33237.0658,32237.81529,32626.7504
path.2970,28140,29092.11701,31308.50925,32634.50547,32156.69165,33032.66599,34039.15901,32246.07852,33524.18623,34360.53087,36213.95922
path.2971,28140,29749.05196,29250.89437,30052.87922,32421.0692,32960.93414,32269.17819,35129.78966,35879.45944,36029.24359,36152.37906
path.2972,28140,29372.44407,30542.13047,31957.9566,31134.98149,33547.16988,35677.31123,36681.92937,37319.74802,38572.82879,38691.43876
path.2973,28140,28513.59291,28167.27785,29061.41263,29694.18955,28172.93315,26827.15361,27777.26093,27995.34011,28752.57487,28591.85122
path.2974,28140,26516.29734,27518.11541,27615.02247,28069.84405,30865.2416,31589.61155,32177.06276,32533.90045,33515.59789,33612.45871
path.2975,28140,28152.47488,29250.87385,29505.27847,31296.83713,33405.34789,33651.26159,35442.72243,37062.01361,38709.4836,39635.62833
path.2976,28140,26314.27707,26452.36929,26536.44832,28271.68024,27883.44593,28280.1455,30244.58029,30302.92142,29839.94977,31358.88355
path.2977,28140,27469.65721,27811.59446,28502.99017,29544.1916,28477.05668,27984.3525,27319.19264,28744.13522,30299.36603,31252.64606
path.2978,28140,29941.52119,28798.43665,29297.3296,28952.99477,30208.91008,30318.20878,30313.20268,33781.64006,35936.29468,34490.03506
path.2979,28140,29078.79246,29570.91217,28123.64125,27991.72886,28320.77022,28417.39189,29154.9498,29510.1161,30597.01247,31516.24541
path.2980,28140,29249.26321,31747.52873,30868.66369,30839.56715,30790.29652,31634.07595,30286.32485,31799.16299,32342.4792,34099.74257
path.2981,28140,29312.44458,29117.99004,28606.89849,30540.44174,30715.09534,30733.45352,29668.26012,32597.64569,31142.87692,30766.21893
