,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
path.2439,23863,24780.63564,26073.67307,27236.43517,28119.71091,26796.02383,27218.44678,26938.79838,27496.85325,26750.5484,28832.80867
path.2440,23863,24993.01218,26700.18329,27502.86824,27877.5376,28035.30966,28365.10196,29167.26206,28805.91105,28315.75438,29183.62999
path.2441,23863,24288.54876,25058.79936,27070.46108,28847.80845,28938.05086,29045.18789,30472.67772,30230.31947,30363.82941,33246.28569
path.2442,23863,24459.29945,27330.30166,28324.25888,29625.727,29394.29935,30829.42303,30971.68889,31079.63157,32671.5203,33284.81938
path.2443,23863,25166.13512,27475.81155,28452.68205,28736.94477,30640.27187,31352.77678,33387.52959,33397.85375,34885.07997,35518.913
path.2444,23863,24283.24742,24541.19275,24123.24251,25967.22333,26218.95223,28168.45823,29190.69881,29664.37095,31170.10537,30900.94171
path.2445,23863,25053.19129,24650.69014,25513.21213,27038.48281,27435.65953,28487.10246,29538.60182,30774.20904,32342.95229,33289.89616
path.2446,23863,25137.42273,26904.92669,29378.12621,28030.0581,27990.42969,28713.89299,29547.78173,28759.44729,28116.59357,29320.80016
path.2447,23863,23812.4129,25536.27445,25334.94991,26626.77646,28196.75522,28129.22756,29983.76134,29255.0852,30764.82141,32685.89143
path.2448,23863,24559.62183,24822.92393,25395.96398,25587.79757,27688.27352,28675.71312,29525.7279,30765.44938,32230.86864,32296.32039
path.2449,23863,23826.26223,24542.52287,26063.4258,26810.74697,25140.37231,25994.03014,27380.61503,27451.6727,28001.67106,29823.23556
path.2450,23863,24727.69505,25363.79078,24582.90542,23924.48304,24535.12353,23380.91498,23892.97716,25632.92674,28650.98071,29771.52985
path.2451,23863,23495.24401,23787.05951,25812.36238,27302.78878,26955.609,28668.21537,29675.69641,30046.69099,29983.60952,29071.25757
path.2452,23863,23104.9352,23004.0051,22989.28108,23681.53227,24650.68696,24667.61658,26151.00955,28155.21549,27729.47154,28590.9005
path.2453,23863,24083.75382,23516.97657,25607.98187,25809.19031,25379.85718,24721.96883,23275.64185,25076.28899,24901.75136,26130.00448
path.2454,23863,24807.7696,26235.45433,27633.25142,30106.94687,29886.94207,30100.47662,33046.03068,33290.24227,35061.59797,36244.56499
path.2455,23863,24962.13097,26206.67399,26879.50097,27485.71512,29428.24942,31082.73448,31478.93661,32399.32861,33394.37936,33462.23909
path.2456,23863,24253.90042,23417.25605,25380.96663,26208.2166,26107.39032,27304.73734,27432.92494,27642.67917,27424.87022,28931.49983
path.2457,23863,26248.47503,26650.33946,25728.94435,26315.25643,28340.2014,27608.50096,27779.57299,28447.56998,29084.77969,29903.80911
path.2458,23863,24992.77957,25519.71001,24739.00336,26936.74206,28675.8709,30091.40182,31203.18294,33450.40385,31079.22525,32247.12604
path.2459,23863,24960.05241,25509.80791,25090.68267,25197.08673,25468.08691,26415.50013,27465.97059,27672.46991,29693.48426,32311.01194
path.2460,23863,24387.14071,26458.40285,27181.93173,27075.19574,26787.70214,26425.70281,26653.05888,29082.41542,29845.19826,31492.41664
path.2461,23863,25484.63138,27328.53725,27668.86279,28457.34015,29271.68892,29000.22248,30054.7041,29762.13283,31995.22399,33540.06731
path.2462,23863,25619.84027,27270.64215,27756.92567,31425.10163,33317.23317,35476.82249,37005.01368,37176.1166,36944.07196,37657.96672
path.2463,23863,24196.48103,26154.78391,25565.53349,26543.12892,26535.20849,27042.84134,28220.91881,28474.80075,30504.08012,31697.80748
path.2464,23863,25554.27093,26571.33045,25992.95332,27456.13848,28824.43689,29275.0735,30433.34476,31684.24654,33101.09241,34451.38815
path.2465,23863,23881.377,25540.77556,25598.10756,25029.09502,26158.34767,27199.31836,29046.39066,29406.88702,29570.21182,30456.80289
path.2466,23863,24942.53785,24507.49348,24930.37111,25397.09555,26105.4773,26431.98189,25184.99068,26281.40811,25653.80039,26248.55782
path.2467,23863,23209.42233,24521.92328,25563.28655,27288.14387,28303.092,29641.48343,30549.30592,31393.4783,32051.58226,31090.36338
path.2468,23863,24502.34907,25916.14486,26276.91724,26535.83962,28428.35208,29057.20223,29326.78256,27738.1175,26980.99714,27499.8717
path.2469,23863,24794.61939,26870.37534,29269.18947,28552.64788,30580.68733,32022.93475,32996.43276,34210.40675,33169.85004,35833.4294
path.2470,23863,25811.58856,27524.7908,29676.16787,30180.8355,31646.4838,32696.44004,34483.06133,36501.1822,38422.36145,39285.80628
path.2471,23863,24327.8849,25335.80992,26691.04843,28249.03042,28203.24241,28445.27612,29235.26411,30653.40125,31113.68878,33257.33266
path.2472,23863,23275.31076,24200.18815,23067.90506,23327.65037,25174.92125,27026.66619,28678.19526,28587.10359,28928.14925,30187.09064
path.2473,23863,24454.32087,25817.29125,26546.07672,27960.69842,28738.25696,30317.35218,32219.10675,34156.84197,35079.06221,33837.25645
path.2474,23863,24718.12302,24249.50436,23270.95402,24464.63912,26503.14371,27225.74449,28370.56613,29336.55063,28035.32769,29181.74759
path.2475,23863,24496.86586,26205.35431,27369.03726,27540.75051,27495.7174,28785.28169,30243.10142,30045.52527,31726.81086,33770.09283
path.2476,23863,24795.38471,25840.45884,26841.29006,28127.2596,29600.18507,30414.54695,32688.58765,32086.9301,33554.49997,34051.71224
path.2477,23863,26380.928,27027.59862,26504.13102,26044.49701,26773.71128,27279.19272,28248.8612,29077.13242,28162.34741,30650.50378
path.2478,23863,26027.82707,27167.97579,28909.8966,30395.14743,31434.39194,32438.79897,36768.29849,38948.91465,40004.90957,38201.72358
path.2479,23863,23693.35714,25022.2369,26780.50911,28029.84802,29539.12003,28569.62283,29805.53664,32290.27873,32425.07308,34466.89359
path.2480,23863,23434.55028,23777.99272,24316.93567,23513.63818,24651.73117,23530.73786,24386.19874,24852.58307,26288.77294,27313.68508
path.2481,23863,24712.55113,24700.53672,23983.69371,23769.16609,23311.3112,24116.85167,24329.71351,25595.78618,25257.9714,26001.90972
path.2482,23863,24354.71851,24689.02726,24907.40911,25822.95599,25969.78891,25069.48324,24951.75825,24518.63705,24398.79118,23550.41372
path.2483,23863,25329.56494,25219.87119,25332.48802,25566.95394,26324.77108,26763.19013,27947.64149,29486.44961,31415.40248,32288.63507
path.2484,23863,24233.77521,26190.3044,25579.50126,26163.90243,27022.27607,28885.30056,30513.96424,32806.35977,32637.52091,33836.87596
path.2485,23863,22733.98377,23657.68955,23718.0633,23102.7934,24807.56728,26828.31924,27163.14044,28446.8027,29630.91459,29567.7678
path.2486,23863,24522.16581,24384.85743,26024.71058,25298.12796,23739.65706,24674.03319,25412.14429,26695.49632,25807.37038,24953.38822
path.2487,23863,24284.51777,24526.15138,25414.23991,25766.98362,24713.48759,24455.5558,22857.45314,24402.91347,23973.95822,24810.22962
path.2488,23863,25512.44161,25392.64532,25346.59705,26772.47259,27151.21038,26305.28254,26229.9559,28604.12195,29580.09257,31552.97278
path.2489,23863,23212.9904,22802.91405,24481.17671,24209.67417,25411.66176,26282.88216,27360.33477,26550.84614,27018.18461,29292.31838
path.2490,23863,24980.264,24599.54893,25396.72664,26699.14638,28425.50943,30248.55092,30886.49391,34160.4531,35575.63147,37833.62961
path.2491,23863,23631.03039,23900.34902,23834.31545,24296.35636,24257.79113,24671.87914,26009.63635,27914.28518,28397.65146,29180.56018
path.2492,23863,24293.07049,26142.20527,27025.96401,26886.46822,26683.04376,27556.11427,29461.69972,32049.18209,31446.15257,31432.70476
path.2493,23863,23587.70197,23755.11293,24889.39848,25711.03664,27147.87458,26246.42466,27248.10118,29290.16341,29702.20812,29562.8692
path.2494,23863,24286.86923,26566.70983,25385.72062,25373.87062,26022.51172,28039.17281,28988.00846,29730.23015,30712.13839,31132.38196
path.2495,23863,23763.32097,25118.10389,26113.23772,26385.02693,28344.1213,28816.12184,28192.5344,31889.81725,32311.80807,34290.5477
path.2496,23863,24525.94894,25433.25187,25606.80352,27107.01552,29800.0848,32172.93373,31664.41741,30700.29127,30812.98779,32111.92013
path.2497,23863,26458.33193,25883.34806,25643.41726,26691.61587,27545.15214,28902.86152,29889.69207,31987.53872,33702.26335,36391.77691
path.2498,23863,24419.14326,23808.9176,23107.47284,23367.35043,24334.14051,26174.81431,26550.91184,28162.894,28500.71551,30087.02499
path.2499,23863,24116.46891,24679.17519,26665.65495,27333.04499,28093.98083,30487.29372,30768.85848,31596.99295,33506.26726,34864.59285
path.2500,23863,24238.26701,24476.89559,25947.96956,26597.93808,28557.36897,29060.04623,29436.38027,29278.6471,30070.91865,32440.04843
path.2501,23863,23729.49807,24391.46034,26733.07641,27469.18281,27002.37464,27998.52508,27697.08069,30191.57069,30155.83613,31090.38558
path.2502,23863,24119.93641,23331.97031,25223.55792,25040.47369,24729.25513,24488.74908,24423.55446,23065.10282,23867.38112,25648.29667
path.2503,23863,24497.47467,25965.93611,25970.60977,25648.2974,26184.8503,27063.61234,26964.00419,25780.07932,25249.21564,27988.49187
path.2504,23863,24456.77711,24946.10579,25006.64577,25572.09571,26015.27575,26819.41268,27237.88777,28575.80352,30362.00546,32461.74439
path.2505,23863,24280.08579,24906.76325,25569.8977,26671.14701,27857.11864,27638.02519,29194.06061,29425.81205,28883.91301,29862.87422
path.2506,23863,23949.76501,23085.1404,24644.09946,26342.81534,26991.10679,28295.46273,29279.37721,28418.11338,30835.88067,30568.36976
path.2507,23863,24510.06274,25212.8976,25144.00794,27441.09729,28401.82867,29029.40495,29173.72202,30004.00192,31990.36886,34807.04135
path.2508,23863,25707.55773,27082.46116,28085.1211,27040.28707,27222.01158,27361.88051,28671.55466,29556.68851,29589.3058,30533.55265
path.2509,23863,25815.86645,26396.57009,28187.11522,26862.52942,28079.12699,29387.83139,30094.32052,32547.30763,32484.17272,31451.64506
path.2510,23863,24253.89518,26008.8019,27704.51592,27793.12933,27711.7373,31000.34625,32850.17758,34455.21461,35032.75183,36597.90214
path.2511,23863,23987.90778,25210.01514,24652.61727,24721.61217,25406.89552,26711.85569,27814.72465,27907.11498,27993.84248,30176.39501
path.2512,23863,23188.62819,23109.05337,21725.96215,21665.06113,23243.66529,24180.00943,27054.04215,28031.13746,27295.29208,27809.67587
path.2513,23863,24786.40736,25564.03088,26316.35993,25479.30541,27607.54011,27642.45694,30961.86682,31637.88076,32087.49554,31230.35436
path.2514,23863,23094.76519,23040.34905,23791.11959,24612.60664,26261.98311,25310.84917,24669.42564,25970.75665,27072.02803,28011.43113
path.2515,23863,23514.15536,23922.05026,25474.69688,28150.93234,29649.37312,31008.87939,30986.47184,32096.71135,33270.58811,34321.5308
path.2516,23863,25385.09871,26628.63878,26178.49358,28392.32946,28418.06886,28627.44776,28808.07389,30395.17457,32089.32856,34440.04081
path.2517,23863,24268.94226,26979.13047,28470.00143,30971.11996,32164.99307,31207.66697,33853.71835,33659.51212,34932.73908,34515.69107
path.2518,23863,24575.26269,25152.2841,25005.92662,26218.2823,27903.07013,28464.15514,30859.28866,30665.31036,32605.566,33432.42582
path.2519,23863,24220.67933,23664.46477,25327.8453,25947.52833,26141.6846,25621.00541,27326.70679,29117.01479,29664.16508,30301.67727
path.2520,23863,23490.72396,24338.14359,24953.58013,25657.9664,26445.57993,26798.26014,25264.47343,26723.0765,27607.93148,29647.78055
path.2521,23863,24541.20978,24034.21244,24198.34416,24790.32027,24027.36704,24749.03888,25093.34183,24762.70649,25398.08924,27064.77792
path.2522,23863,25433.84588,26621.17154,27768.57869,29221.05452,29231.25645,28260.15118,28498.25273,28478.3663,26672.44447,28304.09465
path.2523,23863,23397.44215,23959.6303,25352.33085,25754.85642,26306.90377,25377.81278,25538.53189,26595.68471,27118.38781,27270.50438
path.2524,23863,24228.06249,24615.48488,24911.78557,27027.86309,27966.36931,29236.7641,31478.15728,30626.26997,33635.58986,32545.64214
path.2525,23863,25295.85291,25864.17018,27677.24115,27169.63916,27409.21946,28449.29822,28794.58856,28341.2446,28870.96121,30651.93113
path.2526,23863,24853.3515,26133.86996,25878.34579,26349.53158,26421.4579,27567.06233,28241.7706,31375.56232,32798.51049,31888.76697
path.2527,23863,25537.31215,26191.54895,26358.61503,27981.90942,28730.60634,30660.029,31102.6797,31515.10851,32975.44851,35424.58438
path.2528,23863,23797.5715,24604.06522,24370.30356,25571.53306,26742.67705,26684.68419,26965.24328,28174.83237,28241.52137,30985.56048
path.2529,23863,24563.56903,25763.59257,27881.5255,29348.24426,31443.81574,32428.18444,33331.12585,33001.12521,31243.32014,33984.8941
path.2530,23863,23310.06813,24217.38879,26543.96165,27306.02421,28557.58956,30372.55779,32913.83502,34741.35337,34603.1513,33515.76753
path.2531,23863,23971.01413,24155.24051,25091.42355,25506.12865,27007.63461,26138.22257,27140.17393,29218.09673,29113.52201,28874.11736
path.2532,23863,23764.17066,23760.54549,23734.88907,26489.64537,27064.05466,28085.62467,26776.0644,27695.53913,28808.74095,29511.58741
path.2533,23863,24778.48644,24185.58748,24429.68908,25929.37434,24666.99865,25276.14806,27231.00884,28863.75217,29258.20428,29115.23644
path.2534,23863,24334.71094,24411.15806,23312.16961,24655.90954,26537.47282,27017.02147,27108.19615,27790.89317,28300.57096,29906.13927
path.2535,23863,23485.44976,24208.47345,25858.19918,27313.52195,28524.72787,30565.1792,31957.05313,31988.68061,35402.17285,36073.53356
path.2536,23863,25110.02977,26480.64,26817.69976,29361.50081,28065.65759,28454.20817,27343.0977,27726.18022,29143.8834,30384.79267
path.2537,23863,23379.07735,24648.68883,24893.20268,26280.60549,26236.84603,24857.81603,25642.60508,27120.69936,28031.47603,27311.95372
path.2538,23863,24516.09268,23585.29789,23623.01928,25051.89997,24644.75689,25133.03977,23723.32277,24411.72083,25011.30454,26876.8612
path.2539,23863,23196.97426,25317.89494,25285.51927,26155.64272,26651.65314,26902.20749,28425.40064,29170.04353,29498.02074,28494.42811
path.2540,23863,25018.4913,25319.23239,27252.63731,28536.90281,31081.64206,32644.80096,34236.28866,36724.97046,36271.79863,36934.45058
path.2541,23863,24023.49383,25079.32079,25885.06732,26890.89054,29549.02727,28241.8111,28207.48578,29374.9326,29352.28948,30316.99203
path.2542,23863,24191.10024,25987.46381,25969.39053,25335.18227,25983.12783,25501.17941,26493.39955,27080.47245,28282.40764,28452.66642
path.2543,23863,25308.30103,26214.51562,27757.98766,27786.70462,25937.83299,24266.53805,24695.29637,27127.50479,27435.07836,29582.19716
path.2544,23863,24079.10853,25636.3979,27877.30694,30512.96438,29174.49934,30352.82539,31487.71199,31914.57272,35599.00818,35938.92424
path.2545,23863,25251.39655,26011.68054,25757.32478,25314.66102,27032.57712,27130.47272,27757.92875,28337.35041,28379.40926,30067.17262
path.2546,23863,25725.63293,27599.38363,27524.42412,28632.68617,28593.03221,31023.21846,31532.89204,31032.32086,30207.61194,30798.82669
path.2547,23863,26175.96397,27728.51699,27653.92155,29234.37102,30860.76565,32991.08869,34110.29475,32563.3829,32923.41873,34486.81429
path.2548,23863,24563.53647,24575.57403,25109.84789,27218.90589,28810.06984,28614.23162,29160.41658,30119.25147,30284.06271,30804.95436
path.2549,23863,24413.28131,26531.85853,28186.77197,28731.0018,29511.26872,29496.4713,29992.06624,30772.67625,32334.18636,33682.69909
path.2550,23863,23823.19967,25156.88457,26195.24358,26895.53321,27540.03266,28645.34645,27982.54171,28212.40035,30216.3801,30006.87508
path.2551,23863,24476.93177,26442.66747,25941.62619,26947.55351,28132.90531,29102.81918,29641.83591,30966.64512,30425.52098,30142.43248
path.2552,23863,25482.26521,25611.51511,26831.63753,26914.73505,28717.14646,30948.23177,32864.99891,35297.49558,36626.21633,38057.83537
path.2553,23863,23659.6804,25151.58334,25780.13846,26525.26965,26053.49545,28851.27442,29488.21566,32117.33219,35362.56983,37492.73247
path.2554,23863,24781.34045,24830.0621,25237.85976,27216.12266,27199.10304,29738.96399,32262.00206,33008.56289,32162.05012,34937.86221
path.2555,23863,23867.52563,25630.63008,27003.66978,27468.55893,26538.33466,26795.44148,27819.45136,27259.24112,27605.43916,28764.95446
path.2556,23863,25820.2414,26365.08218,26302.20719,27505.23599,27030.34788,28538.80786,28406.70984,28750.29101,31046.56355,31087.77542
path.2557,23863,24726.17589,25468.78312,27230.04048,26987.28777,27597.21383,28077.64579,28246.72873,28967.39295,28436.08516,28606.25195
path.2558,23863,25086.96415,25812.05473,27334.20737,29012.50076,27916.65275,29892.45746,32168.0675,34092.05709,34222.30036,35197.98227
path.2559,23863,25056.20737,27389.64576,28304.72492,29033.70526,30269.65904,30543.06391,30326.08293,30962.01849,33210.65715,33318.58905
path.2560,23863,24580.29311,25780.0693,26030.9482,26344.21218,25873.51995,26346.33329,25437.45253,26963.72774,26934.62428,28377.31569
path.2561,23863,24580.92719,27033.48693,29005.57793,28675.45139,30888.67478,30685.08353,31018.11529,31873.44572,32399.17009,30953.42778
path.2562,23863,23599.93673,24070.42763,24121.42019,23842.72626,24910.8215,24512.73918,24591.65082,25809.14595,26157.59195,27143.79956
path.2563,23863,25747.1801,27250.11289,29138.39463,32144.38037,33724.27494,34160.16765,32763.9609,34038.30788,36674.04439,37937.07929
path.2564,23863,24386.47411,25463.24568,26889.38965,28608.83005,30296.16988,31184.16745,32618.32627,34281.71724,37075.56003,36985.83686
path.2565,23863,24787.75414,24858.73931,25009.28498,25470.21842,26503.41181,27723.48107,28001.01878,27968.88624,28236.30831,28925.76349
path.2566,23863,25294.56436,26190.9473,25513.74183,26448.48248,27776.91562,30501.71345,31310.38103,30930.86608,28974.46859,28863.09741
path.2567,23863,25554.85803,25442.0036,26227.24686,26193.47128,25804.59563,27263.87328,27905.50015,28071.54152,27577.25994,27741.4925
path.2568,23863,23509.43712,23637.59257,25148.29024,25460.0168,24615.08606,26953.35776,26306.90383,27545.13289,28668.17615,29581.11565
path.2569,23863,23619.18957,24232.11628,24479.79801,25435.76657,25788.45256,27731.9608,28716.80094,29041.66595,31651.27626,32278.34571
path.2570,23863,24906.49669,27005.00955,26825.89567,25989.90553,27267.45356,26837.51573,28800.24434,31222.7702,32877.35325,33536.1359
path.2571,23863,24458.23455,24149.09956,25049.17578,25810.41376,26609.37303,27746.62457,27716.29136,29294.82292,29642.26252,30235.41064
path.2572,23863,26125.10138,27171.67925,26799.03708,28631.33846,29588.90542,31537.95879,30353.86558,31546.24151,30383.9499,29938.97373
path.2573,23863,24802.03372,24885.47687,27712.21342,28766.37982,30687.68453,31180.89331,30836.93136,32803.64692,33138.19242,33984.80135
path.2574,23863,24139.32442,24304.18933,25916.97019,26424.134,27427.05777,27211.22373,27697.99495,27368.17978,27452.53776,28666.56228
path.2575,23863,24766.64513,27168.16793,26368.37202,30010.88717,31194.46176,31954.11114,32253.25068,32637.34446,33647.27611,34498.70939
path.2576,23863,25657.30846,25567.74864,25313.15194,27176.66601,26644.53927,26310.6518,27297.26841,29037.0174,29433.9516,31449.22095
path.2577,23863,24914.09392,25463.58019,24881.77538,23627.82522,23878.35928,25130.44619,27426.58027,28795.59891,30786.60682,32783.41574
path.2578,23863,24372.5388,25797.16918,25844.62911,25766.65025,25755.10987,27210.9397,27651.70801,25354.24982,26459.46183,27198.32898
path.2579,23863,23880.82291,24156.86885,24683.90564,25128.48649,24204.73181,24687.11169,24315.50945,24346.81557,24699.05627,24433.33159
path.2580,23863,24843.8448,25046.68991,24961.06083,25897.14613,27196.16633,28640.35708,28886.50201,29237.0114,28889.20864,30544.4367
path.2581,23863,24666.80785,26500.65714,28065.60653,29941.42144,30653.4116,33078.57852,35559.5324,37813.49048,37684.69594,37211.65498
path.2582,23863,24129.07647,25198.47174,25847.30179,27490.83301,28435.67224,30367.6818,31777.48591,33047.72583,34389.17146,35427.29889
path.2583,23863,23653.98994,24926.04892,25039.91821,24560.45139,25803.78586,26213.21691,25510.01475,27307.74316,27870.27042,28225.22391
path.2584,23863,26267.31321,28025.97769,26641.06848,26482.89908,27539.47894,29869.52003,30429.11055,32955.14574,33746.84052,33966.05849
path.2585,23863,23475.64081,22847.98503,24486.75442,24430.81418,24183.06543,24461.90798,25733.02541,27313.9108,27598.0277,28442.61969
path.2586,23863,25054.46453,24900.98205,25205.31252,23382.45346,24463.63757,25361.74478,26398.02552,25616.39314,27794.91596,27990.85316
path.2587,23863,23563.8999,23597.53564,23441.92528,24421.12916,26106.8094,27459.35357,27487.94308,28007.30047,27746.67183,29095.20208
path.2588,23863,24608.33942,24744.61198,24918.43702,24894.13808,26445.06206,28699.38059,29651.33767,29700.62483,29322.01389,30255.24739
path.2589,23863,24274.46579,24583.46922,25702.38215,25989.35891,27127.05801,26938.69846,27417.62715,28924.8916,29786.90247,30732.94847
path.2590,23863,23783.14026,23718.44017,24270.8215,23794.26282,24860.93825,26224.0089,27915.27666,28827.1901,29650.21421,30173.80648
path.2591,23863,23314.32954,23996.69948,23524.06789,23256.59952,23733.09924,24075.39653,24582.06892,27111.65044,28980.69025,29560.99895
path.2592,23863,25207.41724,25397.91328,25403.41277,24707.82196,27174.52499,28206.61664,30242.3332,29271.70553,30141.85798,29669.69919
path.2593,23863,25378.80659,26697.90646,28092.01063,30727.30169,31508.33445,30002.98207,30227.16748,30775.23224,32403.68541,34118.31524
path.2594,23863,25456.06447,24959.53181,24861.8722,24428.89643,24429.03518,24978.22302,25757.3474,23859.90207,25389.47645,26771.17272
path.2595,23863,24725.47756,25878.00809,27183.63113,27159.45129,28415.10906,31092.80376,30715.46344,31902.1902,32746.98568,34551.41211
path.2596,23863,24299.9757,23826.99224,25437.55184,26425.54982,27721.28133,29605.23149,31723.58502,33167.93781,34735.59586,35557.34847
path.2597,23863,24031.20315,25166.35723,26815.67964,27444.17332,27437.39167,28619.1295,29649.25575,30463.56252,30658.49466,32941.25952
path.2598,23863,24340.73421,26829.61958,26894.26923,26970.95342,27921.61999,29866.23981,30551.957,30123.4575,31560.5151,31449.90008
path.2599,23863,24463.90937,25332.34426,25444.98677,26127.25963,27350.01005,28008.59959,26976.89117,27130.44156,27541.0044,28089.40748
path.2600,23863,25273.81763,26948.07938,27211.00669,28002.39411,28505.97331,30091.4108,29729.34233,30190.17825,30532.87515,31235.38194
path.2601,23863,24235.98228,25314.53875,25965.24345,26459.54279,27764.10825,28495.55182,30494.84928,29902.45035,32899.21462,33372.14918
path.2602,23863,24068.5479,25482.0603,26517.58513,27818.81455,28390.72371,30848.99064,32160.79852,33684.87162,35114.81502,36884.08385
path.2603,23863,24944.0115,26856.4579,27133.18746,28125.54167,28098.59385,28539.94059,28877.97895,28764.46122,28765.39771,29487.20176
path.2604,23863,23713.48548,24512.36831,25516.19747,25467.06701,24925.9454,25056.58651,25820.09767,26269.20561,27430.93255,29004.41139
path.2605,23863,25303.48584,25801.4037,25517.31315,25799.61921,26823.81862,26214.81256,27016.23639,27725.48205,29365.81129,30044.4582
path.2606,23863,24817.00897,24455.34252,23946.13445,24641.2583,25096.49275,27365.26697,27681.67313,28828.64216,30854.84392,31306.14323
path.2607,23863,24398.19955,25421.00457,26118.00726,26383.06032,25801.71809,26351.64989,27709.49937,26925.49085,26961.69759,27038.64839
path.2608,23863,24219.19559,24733.66037,25047.21844,26186.89671,28402.57009,30460.6358,32742.1582,34671.57994,36356.75831,37786.21266
path.2609,23863,23884.77815,24080.52783,23581.73477,24587.90805,25810.05304,25601.33821,25970.37292,25468.69934,27211.37141,28576.96612
path.2610,23863,23571.43328,23134.28904,25127.29873,26289.39678,28018.3509,28314.43277,31639.76157,32693.66072,32753.01461,33876.48824
path.2611,23863,23949.97685,24448.51762,24747.84745,23374.71468,22824.60919,22909.30239,22519.75691,22911.29553,24299.84955,25570.2983
path.2612,23863,25527.4894,26936.20067,27135.01365,28807.51283,30505.55681,31501.80035,32218.86733,35474.95443,34969.6286,36118.65285
path.2613,23863,24275.94721,24468.74102,23476.60164,24240.91409,25008.04754,26512.79163,28530.88338,29635.83709,29556.39239,31589.23181
path.2614,23863,25190.5536,26244.41542,27300.44479,27737.36073,27278.29503,26052.08771,26881.74511,27424.89308,27862.02336,27970.36715
path.2615,23863,24424.23577,25157.39478,23761.0036,24357.00541,26557.24986,26707.75056,28053.87883,29840.96838,30493.81678,31981.20924
path.2616,23863,24006.54323,23850.90117,24673.6992,26131.84291,26934.41416,28156.33996,28510.37727,29075.56234,28901.90575,30234.8439
path.2617,23863,23609.42502,23790.69694,23852.54542,25499.63849,25239.71984,25549.0614,26832.01982,28856.44767,30981.24299,32542.70393
path.2618,23863,23918.16339,23683.03838,25038.87697,26209.38717,27224.98226,28379.69783,30573.41834,32049.08512,32609.99734,33636.47846
path.2619,23863,23925.92028,24457.87896,25130.89631,24330.5813,26248.76192,29009.1461,29848.90519,30178.18116,30138.47023,30068.18562
path.2620,23863,23692.915,25000.94976,25885.05784,28025.30189,28287.50948,28986.359,29465.32657,30112.63262,31267.11787,31399.58268
path.2621,23863,24368.93427,26073.13716,27126.37953,28245.1745,29043.87743,29076.26,31613.18805,33229.94243,34963.80986,35968.12123
path.2622,23863,24124.63205,24777.85485,26233.148,25438.70914,24964.59977,25474.31319,26179.45818,27125.07526,27105.73111,27031.19142
path.2623,23863,24748.83628,25722.00799,26561.63265,26968.06194,27889.40673,28636.80339,31234.74259,32071.76554,32857.49354,34747.62704
path.2624,23863,24815.20054,25186.92065,25836.61194,25742.76872,27512.63636,27332.50092,29303.39091,30159.19858,30889.04208,30627.37951
path.2625,23863,23233.10305,22389.22765,23468.17222,24576.34821,24969.18399,25678.35551,27182.61149,26514.5603,25407.98074,27874.59599
path.2626,23863,23873.9577,24577.32959,24812.68472,25175.97598,25861.50762,26621.48985,27467.97975,28458.19774,29234.53577,30978.48106
path.2627,23863,23510.88076,24756.21819,26327.33523,27846.48741,30306.16228,32629.80658,34203.12518,32744.23401,34100.01811,34228.15601
path.2628,23863,25005.71563,25130.51394,26213.47575,26328.34011,26380.42032,26434.9217,26542.2942,26259.71128,28263.34598,30576.95156
path.2629,23863,25022.49889,25179.8394,26910.19314,26393.76836,26017.71495,25593.85486,26155.29086,28089.80672,29317.65166,31144.20368
path.2630,23863,24265.89762,25176.15804,24528.34101,26228.51844,27881.96112,28081.45707,30776.09709,32025.89581,34950.72976,37985.78144
path.2631,23863,23707.2961,24147.37014,23223.34381,24195.26352,25564.68718,25847.15815,25477.1682,26077.1797,26776.2592,28273.06244
path.2632,23863,24676.9575,27130.93328,28254.34141,27878.09739,29535.07166,30138.37461,29698.95394,31294.61115,31903.98059,31188.18739
path.2633,23863,25296.96581,25281.65046,26590.48984,28218.39993,30229.90365,31886.51207,35695.12993,36784.04489,35388.39183,36598.41236
path.2634,23863,24181.7477,24582.25417,26255.91077,25845.99528,26349.16735,26553.35251,26964.80794,29342.81343,30689.60246,30495.15313
path.2635,23863,25733.3842,25913.0174,27134.12358,27684.2745,28708.29904,27915.43238,28697.88699,30664.23751,31556.12307,31602.61233
path.2636,23863,24495.67868,25867.81482,27008.68955,28664.05107,31641.30463,34398.02122,36696.33639,38628.48283,39399.12475,39455.94926
path.2637,23863,24196.88472,25334.28238,25123.20182,26895.27,28968.47099,29729.90128,30105.39065,32673.77887,33891.99621,34944.04021
path.2638,23863,23894.44948,25469.45274,26599.05526,28524.7494,30041.47737,30621.11505,32386.31736,33374.89134,33278.21072,34830.79906
path.2639,23863,26516.95815,26784.28191,27187.99543,26068.87925,26942.85297,26963.70547,27022.27815,28368.46779,32126.06049,35027.44662
path.2640,23863,24009.14182,25648.65876,25389.71045,25512.15976,26247.29627,27334.4104,27862.14677,27180.062,27700.85381,27419.22355
path.2641,23863,23781.27822,25571.00487,25465.66263,26184.61313,28240.28594,30425.51179,31354.83437,32509.33149,34149.67205,36666.58534
path.2642,23863,23651.43261,23497.29747,23961.58562,25780.76572,27027.64232,26405.51077,28406.7858,28808.29926,30547.40096,32426.04106
path.2643,23863,24042.4998,23245.58065,22995.02502,22778.98585,23951.09826,24090.27798,24400.62517,24793.47522,24843.03239,24444.40473
